polarity,text,Positive/Negative/neutral
-0.09999999999999994,cant understand bad review absolut amaz fan game throne book think great job absolut stun,Negative
0.1,amaz show far cast decis dont matter one star filler like minut saw peopl stand sit around felt un need,Positive
-0.5799999999999998,ensembl show three actual charact rhaenyra viseri daemon shed load charact zero person dont know bad actor bad write alic otto hightow criston cole seem worst culprit lot screen time charact anyth reckon keep faith book fail coher show,Negative
0.0,anoth level hbo dope,Neutral
-0.4,like predecessor game throne program fantasi famili drama deal come go aristocraci eurocentr fantasi world westero,Negative
0.17901785714285715,good come back westero watch great stori great perform actor clear focus product stori drama charact respect core success much seri beauti photographi visual effect useless stori bad that certain case hotd dragon didnt look cool screen sound quit artifici scene noth take away immers howev look scenario charact plot everyth goe drastic qualiti amaz much seri hold screen creat feel apprehens interest everyth come hope qualiti remain level next season avoid disast occur final stretch got,Positive
0.14471428571428574,make prequel spinoff show game throne guess excit terrifi one popular show ever audienc around globe rub hand show love hate depend end project turn person see great potenti believ need look right expect first cannot game throne simpli follow stori arc one singl famili part saga wherea origin seri showcas sort side plot hous stori line scale cant compar also first time saw game throne wasnt instant mindblow seri also start great potenti slowli evolv epic seri consid part catastroph conclus due huge budget show made one thing far better origin special effect hous dragon surpass mani featur film depart stun visual cinematographi battl sequenc well fight scene also spectacular charact might still interest got one show progress impress paddi perform king viseri actual felt pain type charact seri gotten us use refresh see one thing agre critic rhaenyra show clear intend portray one fan favorit seem lose bit charisma intens young self show might purpos done consid season end henc current approach potenti aspect lot develop next season critic see seri turn,Positive
0.5357142857142857,great comeback franchis script great actor great dialogu engag scene believ problem guy would pleas start film night scene normal light didnt got teacj anyth radio want actual see what happen screen otherwis great job,Positive
0.55,enjoy watch there lot made got good also question choic plot hole,Positive
0.12214285714285714,like mani show movi day feel like team behind feel compel reserv hold back dont know make peopl jump toss popcorn air id hate go parti beer peopl desper need craze excess general good time 80s come back look much peopl love maverick world crave stuff like even got favorit episod one let loos peopl think theyr make deep complex high art great love charact develop come line inject bit fun stew parti peopl,Positive
0.0,didnt think anyth could rekindl interest westero end got hous dragon awesom unfortun everytim mention proheci ice fire still cring that hotd fault,Neutral
0.0,amaz,Neutral
0.25,fantast show well pace dark lot charact develop chang stori whole posit drama good thing got,Positive
0.0,atua de primeira linha figurino impecvel cgi beira perfeio historia amarradinhafinaliza 1 temporada com maestria destaqu para atua de matt smith milli alcock e principalment paddi considin que por sinal merecia uma indicao ao emmi pelo papel de rei viseri,Neutral
0.32166666666666666,somewhat hard watch featur matur scene get gut bit doubt great show good writ incred effect great act well setup rest seri game throne still aliv,Positive
0.2333333333333333,love great charact cast dragon remov half star desir real set less cgi,Positive
-0.2625,must watch seri game throne fan other,Negative
0.0,excel storytel charact develop understand what stake visual satisfi,Neutral
0.75,perfect love forev,Positive
0.4333333333333334,excel show realli enjoy season 1 great dialogu action suspens drama,Positive
0.5125,took minut realli get go great addit got franchis follow formula origin youd expect given got start fact wheel great hous go long event got seri give lot background give histori charact briefli mention got realli love show,Positive
0.04999999999999999,better game throne s1,Positive
-0.0057142857142857195,show good lot high low worldbuild part amaz alway grrm work averag welldesign characht far away emtpi shell ring power pace uneven sometim slow howev tri acceller weird scene like criston kill nobl court consequ whatosev rhaeni potenti end war start go away noth,Negative
0.2833333333333334,great final show worth wait like took best part game throne let hope theyv learnt reaction last 2 season,Positive
0.34444444444444444,get great start first season kind averag overal final also great close good game throne that greatest show time mayb fair compar act great stori get stale time seem main purpos first season simpli set stori go forward big jump year episod said final amaz cant wait keep watch,Positive
-0.05,seem drag 8th episod start pick next season look like itll awesom though,Negative
0.0,realli like seri alot,Neutral
1.0,hous dragon best univers show cant wait s02,Positive
0.0,una gran seri precuela con toda la calidad del mundo la casa del dragon solo te mantien en suspenso en cada capitulo sino que te hace querer ver cada vez mas el final te deja muy impresionado ya espero con ansia la segunda temporada,Neutral
0.25,adopt book exact instead inject uncharacterist vagu chang ruin essenc show,Positive
-0.4,melhor que game throne,Negative
0.0,seri amaz everi episod happen someth tha would blow mind e make want episod cast incred,Neutral
0.0,record la intensidad bien producida de las primera temporada de got fue disfrut pesar de que mucho captulo como es tradicion en esta seri tienen dilogo largo logran mantenert entretenido fue un poco extrao el cambio de generacion mitad de temporada lo abrupto sin embargo logran en poco tiempo retomar la trama que el espectador entienda,Neutral
-0.09999999999999998,love seri fan reader grr martin work satisfi,Negative
0.7333333333333334,way reviv fan interest seri disappoint got end amaz show easili best ive seen year along better call saul stori vfx music cinematographi good actor realli well especi paddi considin matt smith,Positive
0.4,enjoy seri realli disappoint season 1 end,Positive
0.0,una perdida de tiempo mala actuacion efecto deplor sobr todo ninguna historia que contar al final suced absolutament nada,Neutral
-0.0027272727272727336,new seri final back level first game throne season realli well written fantast pictur grip stori,Negative
-0.17857142857142858,everyth show work act oscarlevel dialogu excel scene wast everi episod contain spectacl compens occasion talki bit stori follow book close freedom fill blank actual improv upon book knew would possibl minor negat point tendenc writer make everyon likabl way take away respons evil deed mayb add addit dark grey charact alreadi enough,Negative
0.2119047619047619,absolut love first season hous dragon got end heartbroken incred world grrm creat given care time need end began continu devour book love listen fan generat content didnt want stop explor hesit say least show premier cours tune get asoiaf fix delight half bake idea utter engross costum design film locat write incred act entir cast happi show good im look forward see season 2 bring,Positive
0.45,wow reviv show didnt think could everyth show great,Positive
0.6333333333333334,great charact built world establish origin show ongo specul end throne player scheme along way great considin amaz king matt smith daemon despic fun watch team rhaenyra,Positive
0.24000000000000005,say doubt horribl flameout game throne im like redempt arc almost give feel origin went total rail great stori great charact im hook thought pull back,Positive
0.0,cada captulo subi la intensidad nos dej con gana de ver el desarrollo de la danza de los dragon,Neutral
0.6000000000000001,took made got great begin turn 11 realli enjoy watch lot intrigu court drama backstab dragon,Positive
0.27,im usual like engag seri omg favorit far love love love,Positive
0.012499999999999997,excel show actual succeed make game throne excit actor give incred perform therer mani plot like origin agot charact interact plot drama fabul watch incred emot ride await viewer first season gravita scene dialogu palpabl feel lot natur real contrast anoth fantasi seri,Positive
0.5,love plot movi costum sceneri perform like matt smith daemon milli alcok rhaenyra,Positive
0.2387755102040816,show suck stop watch episod 4their attempt recreat magic got epic fail charact right switch youth adulthood actual got wors heard hbo made like 4 differ show tri get right feel like episod brighterton got cant believ best could come withalso cast agent fire didnt find one charact embodi got feel,Positive
0.0,absolut phenomen product valu cgi dialog feel hbo cant wait next season,Neutral
0.43333333333333335,humbl watch great show mani disast year paddi considin perform deserv award role king viseri matt smith role daemon targaryen give chill scene say word presenc enorm much love given charact short amount time taken away credit ambit writer stori will take,Positive
-0.10000000000000002,show terribl ride coattail one discombobul depend cgi charact base stori base opinion last kingdom best old timey sword show,Negative
-0.0456439393939394,phenomen sublim magnific game throne prequel base part novel fire blood set 172 year birth daeneri targaryen 100 year seven kingdom unit targaryen conquest portray event lead cover targaryen civil war success known danc dragon green black word enough describ epic highfantasi soap opera creat ryan condal incred creativ mind georg rr martin book reader everyth hope see screen martin charact develop enhanc everyon interest complex nuanc charact visual effect exhilar everyth look promis term futur season ramin djawadi back marvel epic score compel write spellbind costum design bound award next season well excel perform paddi considin emma darci olivia cook matt smith considin given charact king viseri new light newlyfound respect expect welldeserv world westero continu tradit death awesom cliffhang action sequenc readi see rest book event unfold next season entir world watch horror awe,Negative
